luma_mean,luma_mean>rolling_average,luma_mean>rolling_average>subtract,luma_mean>rolling_average>subtract>butter_lowpass_filter,luma_mean>rolling_average>subtract>butter_lowpass_filter>cut_start
-61.95750000,-62.36486129,0.40736129,0.53109349,0.53109349
-62.02120000,-62.35770323,0.33650323,0.50228376,0.50228376
-62.00120000,-62.35826774,0.35706774,0.43132285,0.43132285
-62.37410000,-62.35985161,-0.01424839,0.33454016,0.33454016
-62.42200000,-62.36512581,-0.05687419,0.18877962,0.18877962
-62.51670000,-62.36498065,-0.15171935,0.03121413,0.03121413
-62.56490000,-62.36193871,-0.20296129,-0.09242427,-0.09242427
-62.71850000,-62.35435484,-0.36414516,-0.19075602,-0.19075602
-62.61790000,-62.35567097,-0.26222903,-0.26802505,-0.26802505
-62.71830000,-62.35801290,-0.36028710,-0.31123282,-0.31123282
-62.80480000,-62.36103871,-0.44376129,-0.34437070,-0.34437070
-62.78480000,-62.36806452,-0.41673548,-0.38580976,-0.38580976
-62.35470000,-62.38014516,0.02544516,-0.36709260,-0.36709260
-62.29230000,-62.40820645,0.11590645,-0.22913463,-0.22913463
-62.11300000,-62.43647742,0.32347742,-0.02384584,-0.02384584
-61.97670000,-62.46080000,0.48410000,0.18558521,0.18558521
-62.08390000,-62.47243226,0.38853226,0.35244039,0.35244039
-62.48700000,-62.47079355,-0.01620645,0.38646991,0.38646991
-62.48050000,-62.47281290,-0.00768710,0.26719504,0.26719504
-62.56700000,-62.47670323,-0.09029677,0.10096959,0.10096959
-62.51120000,-62.48785484,-0.02334516,-0.01748641,-0.01748641
-62.37260000,-62.49824839,0.12564839,-0.04797761,-0.04797761
-62.34060000,-62.50455161,0.16395161,0.00585088,0.00585088
-62.59050000,-62.50693226,-0.08356774,0.06018054,0.06018054
-62.62820000,-62.51121290,-0.11698710,0.03794241,0.03794241
-62.56840000,-62.51248065,-0.05591935,-0.02593494,-0.02593494
-62.71570000,-62.51037742,-0.20532258,-0.08163662,-0.08163662
-62.67480000,-62.51002581,-0.16477419,-0.13201715,-0.13201715
-62.70710000,-62.52247742,-0.18462258,-0.16844808,-0.16844808
-62.65370000,-62.53820000,-0.11550000,-0.17714796,-0.17714796
-62.66500000,-62.56074516,-0.10425484,-0.15938855,-0.15938855
-62.31810000,-62.58755806,0.26945806,-0.09063917,-0.09063917
-61.97040000,-62.61086774,0.64046774,0.08665938,0.08665938
-62.06380000,-62.62163226,0.55783226,0.33284967,0.33284967
-62.49470000,-62.61659355,0.12189355,0.46871003,0.46871003
-62.76770000,-62.59004516,-0.17765484,0.37531655,0.37531655
-62.83890000,-62.56967097,-0.26922903,0.12894648,0.12894648
-62.76030000,-62.55728065,-0.20301935,-0.10330269,-0.10330269
-62.79230000,-62.56511290,-0.22718710,-0.22860347,-0.22860347
-62.75060000,-62.59000968,-0.16059032,-0.25712200,-0.25712200
-62.75760000,-62.61732903,-0.14027097,-0.22913719,-0.22913719
-62.73960000,-62.63746452,-0.10213548,-0.17995086,-0.17995086
-62.77390000,-62.64931935,-0.12458065,-0.13746524,-0.13746524
-62.74070000,-62.66087419,-0.07982581,-0.11137278,-0.11137278
-62.77970000,-62.66809677,-0.11160323,-0.09787142,-0.09787142
-62.81190000,-62.67542903,-0.13647097,-0.09887906,-0.09887906
-62.80790000,-62.67302903,-0.13487097,-0.11262912,-0.11262912
-62.80650000,-62.67337419,-0.13312581,-0.12653877,-0.12653877
-62.82070000,-62.68615484,-0.13454516,-0.13406608,-0.13406608
-62.32430000,-62.69652581,0.37222581,-0.08150341,-0.08150341
-61.74400000,-62.68670000,0.94270000,0.13857829,0.13857829
-61.87960000,-62.66995161,0.79035161,0.47746849,0.47746849
-61.98850000,-62.64326774,0.65476774,0.72042737,0.72042737
-62.58340000,-62.60305484,0.01965484,0.71334714,0.71334714
-63.36230000,-62.55696129,-0.80533871,0.38963607,0.38963607
-63.47510000,-62.52120000,-0.95390000,-0.15606809,-0.15606809
-63.19260000,-62.50189032,-0.69070968,-0.62725294,-0.62725294
-63.08320000,-62.48885484,-0.59434516,-0.81943860,-0.81943860
-63.03300000,-62.48773548,-0.54526452,-0.78670453,-0.78670453
-62.93100000,-62.48732903,-0.44367097,-0.66609316,-0.66609316
-62.88100000,-62.48357419,-0.39742581,-0.53809367,-0.53809367
-62.59060000,-62.47253226,-0.11806774,-0.41197732,-0.41197732
-62.32880000,-62.46351613,0.13471613,-0.24813446,-0.24813446
-62.36660000,-62.45608710,0.08948710,-0.06341151,-0.06341151
-62.38530000,-62.43691613,0.05161613,0.06117230,0.06117230
-62.19010000,-62.44280000,0.25270000,0.12169406,0.12169406
-62.24850000,-62.46709032,0.21859032,0.17184288,0.17184288
-62.01170000,-62.48810968,0.47640968,0.23937971,0.23937971
-61.51370000,-62.50420645,0.99050645,0.39100154,0.39100154
-61.36340000,-62.50177419,1.13837419,0.65850758,0.65850758
-61.64200000,-62.46885806,0.82685806,0.90006033,0.90006033
-62.15900000,-62.43279032,0.27379032,0.91724777,0.91724777
